Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime,Year,Month,Hour,Weekday,Delay Category
Wednesday,BATHURST STATION,MUSAN,5,9,E,BD,5227,2025-01-01 02:10:00,2025,1,2,Wednesday,Small
Wednesday,DUNDAS STATION,MUIRS,0,0,Unknown,YU,0,2025-01-01 02:30:00,2025,1,2,Wednesday,No Delay
Wednesday,BROADVIEW STATION,PUMST,0,0,E,BD,0,2025-01-01 02:32:00,2025,1,2,Wednesday,No Delay
Wednesday,KEELE STATION,EUSC,0,0,W,BD,5293,2025-01-01 02:58:00,2025,1,2,Wednesday,No Delay
Wednesday,COXWELL STATION,SUAE,0,0,Unknown,BD,0,2025-01-01 02:58:00,2025,1,2,Wednesday,No Delay
Wednesday,DONLANDS STATION,TUNOA,5,10,W,BD,5000,2025-01-01 07:59:00,2025,1,7,Wednesday,Small
Wednesday,BLOOR STATION,PUTR,9,0,S,YU,5836,2025-01-01 08:13:00,2025,1,8,Wednesday,Medium
Wednesday,BLOOR STATION,PUTR,5,0,N,YU,5706,2025-01-01 08:15:00,2025,1,8,Wednesday,Small
Wednesday,FINCH STATION,SUDP,0,0,S,YU,5596,2025-01-01 09:14:00,2025,1,9,Wednesday,No Delay
Wednesday,BATHURST STATION,SUUT,0,0,E,BD,5312,2025-01-01 09:22:00,2025,1,9,Wednesday,No Delay
Wednesday,WILSON STATION,MUIS,0,0,Unknown,YU,0,2025-01-01 09:58:00,2025,1,9,Wednesday,No Delay
Wednesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5253,2025-01-01 10:08:00,2025,1,10,Wednesday,No Delay
Wednesday,VAUGHAN MC STATION,MUO,4,8,S,YU,5706,2025-01-01 12:56:00,2025,1,12,Wednesday,Small
Wednesday,ST GEORGE BD STATION,SUUT,0,0,E,BD,5253,2025-01-01 13:11:00,2025,1,13,Wednesday,No Delay
Wednesday,OSGOODE STATION,SUUT,0,0,N,YU,0,2025-01-01 13:34:00,2025,1,13,Wednesday,No Delay
Wednesday,COLLEGE STATION,MUPAA,3,7,N,YU,5606,2025-01-01 13:44:00,2025,1,13,Wednesday,Small
Wednesday,QUEEN'S PARK STATION,MUPAA,0,0,S,YU,5736,2025-01-01 14:09:00,2025,1,14,Wednesday,No Delay
Wednesday,WELLESLEY STATION,SUAE,0,0,S,YU,5701,2025-01-01 14:46:00,2025,1,14,Wednesday,No Delay
Wednesday,ST PATRICK STATION,MUPAA,5,9,N,YU,5601,2025-01-01 14:56:00,2025,1,14,Wednesday,Small
Wednesday,FINCH STATION,MUPLC,0,0,Unknown,YU,0,2025-01-01 15:07:00,2025,1,15,Wednesday,No Delay
Wednesday,ST GEORGE YUS STATION,SUDP,4,8,S,YU,6111,2025-01-01 15:14:00,2025,1,15,Wednesday,Small
Wednesday,RUNNYMEDE STATION,MUSAN,4,8,W,BD,5303,2025-01-01 16:04:00,2025,1,16,Wednesday,Small
Wednesday,WILSON STATION,MUIS,0,0,Unknown,YU,0,2025-01-01 16:04:00,2025,1,16,Wednesday,No Delay
Wednesday,KIPLING STATION,MUSAN,4,8,W,BD,5303,2025-01-01 16:21:00,2025,1,16,Wednesday,Small
Wednesday,FINCH STATION,PUOPO,0,0,S,YU,5686,2025-01-01 16:34:00,2025,1,16,Wednesday,No Delay
Wednesday,YORK MILLS STATION,PUOPO,12,16,S,YU,5686,2025-01-01 16:42:00,2025,1,16,Wednesday,Medium
Wednesday,KING STATION,MUNCA,0,0,Unknown,YU,0,2025-01-01 17:00:00,2025,1,17,Wednesday,No Delay
Wednesday,SHEPPARD WEST STATION,MUTO,3,7,S,YU,6031,2025-01-01 17:07:00,2025,1,17,Wednesday,Small
Wednesday,COLLEGE STATION,SUUT,0,0,N,YU,5941,2025-01-01 17:28:00,2025,1,17,Wednesday,No Delay
Wednesday,DUNDAS STATION,MUPAA,5,9,N,YU,5821,2025-01-01 17:37:00,2025,1,17,Wednesday,Small
Wednesday,ISLINGTON STATION,TUSC,0,0,W,BD,5023,2025-01-01 17:44:00,2025,1,17,Wednesday,No Delay
Wednesday,VAUGHAN MC STATION,MUIS,0,0,Unknown,YU,0,2025-01-01 17:47:00,2025,1,17,Wednesday,No Delay
Wednesday,CASTLE FRANK STATION,PUSTC,4,8,E,BD,5240,2025-01-01 17:49:00,2025,1,17,Wednesday,Small
Wednesday,YONGE BD STATION,MUIE,9,13,E,BD,5353,2025-01-01 18:18:00,2025,1,18,Wednesday,Medium
Wednesday,FINCH WEST STATION,EUO,6,12,S,YU,6041,2025-01-01 18:21:00,2025,1,18,Wednesday,Medium
Wednesday,WELLESLEY STATION,SUEAS,7,12,N,YU,5446,2025-01-01 19:09:00,2025,1,19,Wednesday,Medium
Wednesday,DUNDAS WEST STATION,TUMVS,3,8,W,BD,5023,2025-01-01 19:13:00,2025,1,19,Wednesday,Small
Wednesday,COXWELL STATION,PUMEL,0,0,Unknown,BD,0,2025-01-01 19:35:00,2025,1,19,Wednesday,No Delay
Wednesday,FINCH STATION,TUNOA,6,12,S,YU,5551,2025-01-01 21:05:00,2025,1,21,Wednesday,Medium
Wednesday,EGLINTON WEST STATION,SUO,0,0,Unknown,YU,0,2025-01-01 21:51:00,2025,1,21,Wednesday,No Delay
Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,Unknown,YU/BD,0,2025-01-01 22:00:00,2025,1,22,Wednesday,No Delay
Wednesday,BROADVIEW STATION,MUIRS,0,0,E,BD,5041,2025-01-01 22:35:00,2025,1,22,Wednesday,No Delay
Wednesday,COXWELL STATION,MUIS,0,0,Unknown,BD,0,2025-01-01 23:40:00,2025,1,23,Wednesday,No Delay
Wednesday,ROSEDALE STATION,MUIRS,0,0,S,YU,5721,2025-01-01 00:27:00,2025,1,0,Wednesday,No Delay
Wednesday,KENNEDY BD STATION,MUIS,0,0,Unknown,BD,0,2025-01-01 00:40:00,2025,1,0,Wednesday,No Delay
Wednesday,WELLESLEY STATION,SUO,0,0,N,YU,5666,2025-01-01 00:50:00,2025,1,0,Wednesday,No Delay
Wednesday,EGLINTON STATION,MUPAA,3,9,N,YU,5606,2025-01-01 01:16:00,2025,1,1,Wednesday,Small
Wednesday,SHEPPARD WEST STATION,MUI,0,0,S,YU,5726,2025-01-01 01:38:00,2025,1,1,Wednesday,No Delay
Wednesday,KIPLING STATION,MUIS,0,0,Unknown,BD,0,2025-01-01 01:46:00,2025,1,1,Wednesday,No Delay
Wednesday,KIPLING STATION,SUDP,0,0,Unknown,BD,0,2025-01-01 01:52:00,2025,1,1,Wednesday,No Delay
Thursday,VAUGHAN MC STATION,MUIS,0,0,Unknown,YU,0,2025-01-02 02:05:00,2025,1,2,Thursday,No Delay
Thursday,BAY STATION,MUNCA,0,0,Unknown,BD,0,2025-01-02 05:20:00,2025,1,5,Thursday,No Delay
Thursday,DUFFERIN STATION,MUNCA,0,0,Unknown,BD,0,2025-01-02 05:25:00,2025,1,5,Thursday,No Delay
Thursday,CHRISTIE STATION,MUNCA,0,0,Unknown,BD,0,2025-01-02 05:30:00,2025,1,5,Thursday,No Delay
Thursday,KENNEDY BD STATION,TUNIP,5,10,W,BD,5209,2025-01-02 05:49:00,2025,1,5,Thursday,Small
Thursday,WILSON STATION,EUBK,3,6,S,YU,5521,2025-01-02 05:54:00,2025,1,5,Thursday,Small
Thursday,BLOOR STATION,MUPAA,0,0,S,YU,5456,2025-01-02 06:26:00,2025,1,6,Thursday,No Delay
Thursday,ISLINGTON STATION,SUDP,0,0,E,BD,5318,2025-01-02 07:02:00,2025,1,7,Thursday,No Delay
Thursday,KENNEDY BD STATION,MUSC,0,0,E,BD,5108,2025-01-02 07:22:00,2025,1,7,Thursday,No Delay
Thursday,KENNEDY BD STATION,SUO,0,0,Unknown,BD,0,2025-01-02 07:36:00,2025,1,7,Thursday,No Delay
Thursday,LANSDOWNE STATION,TUKEY,0,0,E,BD,5089,2025-01-02 07:52:00,2025,1,7,Thursday,No Delay
Thursday,WILSON STATION,MUCL,3,6,S,YU,5416,2025-01-02 08:10:00,2025,1,8,Thursday,Small
Thursday,KENNEDY BD STATION,MUIS,0,0,Unknown,BD,0,2025-01-02 09:02:00,2025,1,9,Thursday,No Delay
Thursday,ST CLAIR WEST STATION,TUATC,3,6,N,YU,5836,2025-01-02 09:25:00,2025,1,9,Thursday,Small
Thursday,GREENWOOD STATION,MUPAA,0,0,W,BD,5130,2025-01-02 09:44:00,2025,1,9,Thursday,No Delay
Thursday,KIPLING STATION,MUSC,0,0,W,BD,5357,2025-01-02 09:57:00,2025,1,9,Thursday,No Delay
Thursday,KIPLING STATION,MUSC,4,8,E,BD,5047,2025-01-02 10:08:00,2025,1,10,Thursday,Small
Thursday,KIPLING STATION,TUSC,0,0,E,BD,5047,2025-01-02 10:10:00,2025,1,10,Thursday,No Delay
Thursday,PAPE STATION,MUSC,0,0,E,BD,5073,2025-01-02 10:16:00,2025,1,10,Thursday,No Delay
Thursday,YORKDALE STATION,SUAP,0,0,S,YU,5561,2025-01-02 10:16:00,2025,1,10,Thursday,No Delay
Thursday,WOODBINE STATION,MUO,0,0,W,BD,5312,2025-01-02 10:19:00,2025,1,10,Thursday,No Delay
Thursday,VAUGHAN MC STATION,MUIR,4,9,S,YU,5416,2025-01-02 10:46:00,2025,1,10,Thursday,Small
Thursday,ISLINGTON STATION,MUSC,0,0,W,BD,5074,2025-01-02 10:47:00,2025,1,10,Thursday,No Delay
Thursday,YORK MILLS STATION,MUIR,6,11,S,YU,5616,2025-01-02 10:53:00,2025,1,10,Thursday,Medium
Thursday,YORK MILLS STATION,MUIS,0,0,Unknown,YU,0,2025-01-02 11:29:00,2025,1,11,Thursday,No Delay
Thursday,KIPLING STATION,MUIR,3,7,E,BD,5303,2025-01-02 11:50:00,2025,1,11,Thursday,Small
Thursday,SHERBOURNE STATION,PUMEL,0,0,W,BD,0,2025-01-02 12:32:00,2025,1,12,Thursday,No Delay
Thursday,BATHURST STATION,MUIRS,0,0,Unknown,BD,0,2025-01-02 12:46:00,2025,1,12,Thursday,No Delay
Thursday,BAY STATION,MUIR,19,23,E,BD,5125,2025-01-02 13:16:00,2025,1,13,Thursday,Severe
Thursday,YORK MILLS STATION,MUIR,7,12,S,YU,6056,2025-01-02 13:41:00,2025,1,13,Thursday,Medium
Thursday,ST PATRICK STATION,MUIRS,0,0,Unknown,YU,0,2025-01-02 14:01:00,2025,1,14,Thursday,No Delay
Thursday,YORK MILLS STATION,SUDP,4,7,S,YU,5581,2025-01-02 14:30:00,2025,1,14,Thursday,Small
Thursday,COLLEGE STATION,MUATC,0,0,S,YU,6106,2025-01-02 14:49:00,2025,1,14,Thursday,No Delay
Thursday,SPADINA YUS STATION,SUUT,0,0,S,YU,0,2025-01-02 14:58:00,2025,1,14,Thursday,No Delay
Thursday,PAPE STATION,MUNCA,0,0,Unknown,BD,0,2025-01-02 15:00:00,2025,1,15,Thursday,No Delay
Thursday,KENNEDY BD STATION,MUIS,0,0,Unknown,BD,0,2025-01-02 15:18:00,2025,1,15,Thursday,No Delay
Thursday,KIPLING STATION,MUSAN,3,6,W,BD,5028,2025-01-02 15:25:00,2025,1,15,Thursday,Small
Thursday,MAIN STREET STATION,MUIR,9,12,E,BD,5126,2025-01-02 15:41:00,2025,1,15,Thursday,Medium
Thursday,KENNEDY BD STATION,EUBO,3,6,E,BD,5105,2025-01-02 16:14:00,2025,1,16,Thursday,Small
Thursday,ST CLAIR STATION,MUO,0,0,Unknown,YU,0,2025-01-02 17:03:00,2025,1,17,Thursday,No Delay
Thursday,EGLINTON STATION,MUATC,0,0,N,YU,6111,2025-01-02 17:15:00,2025,1,17,Thursday,No Delay
Thursday,ST ANDREW STATION,PUOPO,16,15,N,YU,5731,2025-01-02 17:32:00,2025,1,17,Thursday,Severe
Thursday,COLLEGE STATION,SUDP,3,5,S,YU,5581,2025-01-02 17:41:00,2025,1,17,Thursday,Small
Thursday,BROADVIEW STATION,SUAP,23,26,W,BD,5312,2025-01-02 17:58:00,2025,1,17,Thursday,Severe
Thursday,ST GEORGE YUS STATION,MUIR,8,11,N,YU,5581,2025-01-02 18:01:00,2025,1,18,Thursday,Medium
Thursday,BROADVIEW STATION,SUAP,0,0,W,BD,5312,2025-01-02 18:04:00,2025,1,18,Thursday,No Delay
Thursday,BLOOR STATION,MUPAA,3,5,N,YU,5641,2025-01-02 19:15:00,2025,1,19,Thursday,Small
Thursday,DUNDAS STATION,MUIRS,0,0,S,YU,0,2025-01-02 19:24:00,2025,1,19,Thursday,No Delay
Thursday,MAIN STREET STATION,MUIS,0,0,Unknown,BD,0,2025-01-02 19:33:00,2025,1,19,Thursday,No Delay
Thursday,SHERBOURNE STATION,MUIRS,0,0,Unknown,BD,0,2025-01-02 19:36:00,2025,1,19,Thursday,No Delay
Thursday,CASTLE FRANK STATION,SUDP,26,30,W,BD,5086,2025-01-02 19:44:00,2025,1,19,Thursday,Severe
Thursday,YORK MILLS STATION,MUPAA,5,7,N,YU,5391,2025-01-02 19:56:00,2025,1,19,Thursday,Small
Thursday,UNION STATION (TO KING,MUIR,4,8,N,YU,5966,2025-01-02 19:56:00,2025,1,19,Thursday,Small
Thursday,VAUGHAN MC STATION,MUIS,0,0,Unknown,YU,0,2025-01-02 20:00:00,2025,1,20,Thursday,No Delay
Thursday,ROYAL YORK STATION,SUAP,0,0,Unknown,BD,8300,2025-01-02 20:18:00,2025,1,20,Thursday,No Delay
Thursday,EGLINTON STATION,SUDP,0,0,Unknown,YU,0,2025-01-02 20:21:00,2025,1,20,Thursday,No Delay
Thursday,BLOOR STATION,MUIS,0,0,Unknown,YU,0,2025-01-02 20:28:00,2025,1,20,Thursday,No Delay
Thursday,FINCH STATION,MUIS,0,0,Unknown,YU,0,2025-01-02 20:56:00,2025,1,20,Thursday,No Delay
Thursday,KENNEDY BD STATION,SUDP,5,10,W,BD,5219,2025-01-02 21:18:00,2025,1,21,Thursday,Small
Thursday,COLLEGE STATION,SUO,0,0,S,YU,5244,2025-01-02 21:32:00,2025,1,21,Thursday,No Delay
Thursday,CHRISTIE STATION,MUIS,0,0,Unknown,BD,0,2025-01-02 21:46:00,2025,1,21,Thursday,No Delay
Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,B,YU/BD,0,2025-01-02 22:00:00,2025,1,22,Thursday,No Delay
Thursday,COXWELL STATION,MUIS,0,0,Unknown,BD,0,2025-01-02 22:29:00,2025,1,22,Thursday,No Delay
Thursday,WARDEN STATION,EUSC,0,0,E,BD,5263,2025-01-02 22:30:00,2025,1,22,Thursday,No Delay
Thursday,KEELE STATION,SUDP,0,0,Unknown,BD,0,2025-01-02 22:51:00,2025,1,22,Thursday,No Delay
Thursday,ST GEORGE YUS STATION,MUPAA,4,10,S,YU,5696,2025-01-02 22:53:00,2025,1,22,Thursday,Small
Thursday,ST GEORGE YUS STATION,SUO,0,0,Unknown,YU,0,2025-01-02 22:58:00,2025,1,22,Thursday,No Delay
Thursday,DUNDAS STATION,SUO,0,0,Unknown,YU,0,2025-01-02 23:03:00,2025,1,23,Thursday,No Delay
Thursday,QUEEN STATION,SUDP,0,0,S,YU,0,2025-01-02 23:17:00,2025,1,23,Thursday,No Delay
Thursday,QUEEN STATION,SUEAS,7,13,S,YU,5396,2025-01-02 23:18:00,2025,1,23,Thursday,Medium
Thursday,BATHURST STATION,SUO,0,0,W,BD,0,2025-01-02 23:20:00,2025,1,23,Thursday,No Delay
Thursday,ST CLAIR WEST STATION,SUDP,7,13,N,YU,5871,2025-01-02 23:20:00,2025,1,23,Thursday,Medium
Thursday,ST CLAIR STATION,MUPAA,4,10,S,YU,5711,2025-01-02 23:30:00,2025,1,23,Thursday,Small
Thursday,ST CLAIR STATION,MUPAA,0,0,N,YU,5566,2025-01-02 00:34:00,2025,1,0,Thursday,No Delay
Thursday,KENNEDY BD STATION,MUIS,0,0,Unknown,BD,0,2025-01-02 00:35:00,2025,1,0,Thursday,No Delay
Thursday,BLOOR STATION,SUO,0,0,Unknown,YU,0,2025-01-02 00:35:00,2025,1,0,Thursday,No Delay
Thursday,OSGOODE STATION,MUNCA,0,0,Unknown,YU,0,2025-01-02 01:45:00,2025,1,1,Thursday,No Delay
Thursday,BAYVIEW STATION,MUIS,0,0,Unknown,SHP,0,2025-01-02 10:20:00,2025,1,10,Thursday,No Delay
Thursday,DON MILLS STATION,PUSTS,0,0,E,SHP,6176,2025-01-02 20:06:00,2025,1,20,Thursday,No Delay
Friday,MACDONALD CARTIER EMER,SUO,0,0,Unknown,YU,0,2025-01-03 02:13:00,2025,1,2,Friday,No Delay
Friday,MACDONALD CARTIER EMER,SUO,0,0,Unknown,YU,0,2025-01-03 03:15:00,2025,1,3,Friday,No Delay
Friday,GREENWOOD WYE,PUTOE,0,0,E,BD,0,2025-01-03 04:26:00,2025,1,4,Friday,No Delay
Friday,WILSON CAR HOUSE,PUMO,0,0,Unknown,YU,0,2025-01-03 05:08:00,2025,1,5,Friday,No Delay
Friday,BAY STATION,MUNCA,0,0,Unknown,BD,0,2025-01-03 05:20:00,2025,1,5,Friday,No Delay
Friday,EGLINTON STATION,MUNCA,0,0,Unknown,YU,0,2025-01-03 05:20:00,2025,1,5,Friday,No Delay
Friday,ST PATRICK STATION,MUNCA,0,0,Unknown,YU,0,2025-01-03 05:30:00,2025,1,5,Friday,No Delay
Friday,UNION STATION TO KING,SUUT,0,0,N,YU,0,2025-01-03 05:46:00,2025,1,5,Friday,No Delay
Friday,EGLINTON STATION,TUNIP,5,10,N,YU,5781,2025-01-03 05:53:00,2025,1,5,Friday,Small
Friday,BLOOR STATION,PUTO,7,0,S,YU,5711,2025-01-03 05:53:00,2025,1,5,Friday,Medium
Friday,BROADVIEW STATION,MUIS,0,0,Unknown,BD,0,2025-01-03 06:46:00,2025,1,6,Friday,No Delay
Friday,YORKDALE STATION,SUO,0,0,Unknown,YU,0,2025-01-03 07:35:00,2025,1,7,Friday,No Delay
Friday,DAVISVILLE STATION,SUDP,5,8,S,YU,5901,2025-01-03 07:46:00,2025,1,7,Friday,Small
Friday,WOODBINE STATION,MUSC,0,0,W,BD,5183,2025-01-03 08:54:00,2025,1,8,Friday,No Delay
Friday,KENNEDY BD STATION,MUSC,0,0,E,BD,5036,2025-01-03 08:57:00,2025,1,8,Friday,No Delay
Friday,SHEPPARD STATION,MUPAA,3,6,S,YU,5726,2025-01-03 09:29:00,2025,1,9,Friday,Small
Friday,BATHURST STATION,MUSAN,0,0,E,BD,5228,2025-01-03 09:39:00,2025,1,9,Friday,No Delay
Friday,SHEPPARD WEST STATION,MUI,18,21,S,YU,5546,2025-01-03 09:51:00,2025,1,9,Friday,Severe
Friday,QUEEN'S PARK STATION,PUOPO,0,0,S,YU,6001,2025-01-03 09:58:00,2025,1,9,Friday,No Delay
Friday,BLOOR STATION,SUAE,0,0,Unknown,YU,0,2025-01-03 10:26:00,2025,1,10,Friday,No Delay
Friday,SHEPPARD WEST STATION,MUIR,12,17,N,YU,5851,2025-01-03 10:29:00,2025,1,10,Friday,Medium
Friday,YONGE BD STATION,SUDP,9,13,E,BD,5074,2025-01-03 11:15:00,2025,1,11,Friday,Medium
Friday,DUNDAS WEST STATION,MUNCA,0,0,Unknown,BD,0,2025-01-03 11:20:00,2025,1,11,Friday,No Delay
Friday,SHEPPARD STATION,SUDP,8,13,S,YU,5406,2025-01-03 11:31:00,2025,1,11,Friday,Medium
Friday,CASTLE FRANK STATION,EUAL,5,9,W,BD,5074,2025-01-03 12:10:00,2025,1,12,Friday,Small
Friday,ROSEDALE STATION,PUOPO,6,9,N,YU,5891,2025-01-03 12:44:00,2025,1,12,Friday,Medium
Friday,FINCH WEST STATION,MUPAA,0,0,N,YU,5456,2025-01-03 12:52:00,2025,1,12,Friday,No Delay
Friday,ROSEDALE STATION,PUOPO,5,10,N,YU,5736,2025-01-03 12:54:00,2025,1,12,Friday,Small
Friday,SHERBOURNE STATION,PUMEL,0,0,Unknown,BD,0,2025-01-03 12:57:00,2025,1,12,Friday,No Delay
Friday,NORTH YORK CTR STATION,SUDP,14,19,N,YU,5891,2025-01-03 13:01:00,2025,1,13,Friday,Medium
Friday,KIPLING STATION,TUO,4,8,E,BD,5346,2025-01-03 13:16:00,2025,1,13,Friday,Small
Friday,PAPE STATION,MUNCA,0,0,Unknown,BD,0,2025-01-03 13:56:00,2025,1,13,Friday,No Delay
Friday,QUEEN'S PARK STATION,MUNCA,0,0,Unknown,YU,0,2025-01-03 14:02:00,2025,1,14,Friday,No Delay
Friday,EGLINTON WEST STATION,EUOPO,0,0,S,YU,5861,2025-01-03 14:31:00,2025,1,14,Friday,No Delay
Friday,CASTLE FRANK STATION,MUIR,9,13,E,BD,5071,2025-01-03 14:50:00,2025,1,14,Friday,Medium
Friday,COXWELL STATION,TUO,3,7,E,BD,5071,2025-01-03 15:16:00,2025,1,15,Friday,Small
Friday,KENNEDY BD STATION,MUSAN,3,6,W,BD,5316,2025-01-03 15:30:00,2025,1,15,Friday,Small
Friday,ST CLAIR STATION,MUPAA,0,0,N,YU,5696,2025-01-03 15:44:00,2025,1,15,Friday,No Delay
Friday,ISLINGTON STATION,SUDP,9,12,W,BD,5365,2025-01-03 16:23:00,2025,1,16,Friday,Medium
Friday,VICTORIA PARK STATION,SUDP,3,6,E,BD,5035,2025-01-03 16:23:00,2025,1,16,Friday,Small
Friday,BATHURST STATION,MUIS,0,0,Unknown,BD,0,2025-01-03 16:49:00,2025,1,16,Friday,No Delay
Friday,LAWRENCE WEST STATION,SUO,0,0,N,YU,5691,2025-01-03 17:11:00,2025,1,17,Friday,No Delay
Friday,EGLINTON STATION,MUPAA,0,0,S,YU,5926,2025-01-03 17:42:00,2025,1,17,Friday,No Delay
Friday,LAWRENCE STATION,SUUT,18,20,S,YU,5866,2025-01-03 18:26:00,2025,1,18,Friday,Severe
Friday,COLLEGE STATION,EUO,11,13,S,YU,5706,2025-01-03 18:35:00,2025,1,18,Friday,Medium
Friday,DUNDAS STATION,MUIS,0,0,N,YU,0,2025-01-03 18:56:00,2025,1,18,Friday,No Delay
Friday,HIGH PARK STATION,EUDO,12,16,W,BD,5313,2025-01-03 19:21:00,2025,1,19,Friday,Medium
Friday,COXWELL STATION,MUPAA,3,8,W,BD,5038,2025-01-03 19:27:00,2025,1,19,Friday,Small
Friday,WELLESLEY STATION,MUPAA,8,10,S,YU,5991,2025-01-03 19:40:00,2025,1,19,Friday,Medium
Friday,DUNDAS WEST STATION,SUO,0,0,Unknown,BD,0,2025-01-03 20:04:00,2025,1,20,Friday,No Delay
Friday,UNION STATION,SUAP,10,14,N,YU,6026,2025-01-03 20:09:00,2025,1,20,Friday,Medium
Friday,LAWRENCE WEST STATION,MUIS,0,0,Unknown,YU,0,2025-01-03 20:14:00,2025,1,20,Friday,No Delay
Friday,ROYAL YORK STATION,MUIS,0,0,Unknown,BD,0,2025-01-03 20:25:00,2025,1,20,Friday,No Delay
Friday,DAVISVILLE STATION,MUIE,0,0,S,YU,5926,2025-01-03 20:39:00,2025,1,20,Friday,No Delay
Friday,BROADVIEW STATION,PUMEL,0,0,Unknown,BD,0,2025-01-03 21:18:00,2025,1,21,Friday,No Delay
Friday,BLOOR STATION,SUDP,3,7,S,YU,6031,2025-01-03 21:56:00,2025,1,21,Friday,Small
Friday,YONGE-UNIVERSITY AND B,MUO,0,0,Unknown,YU/BD,0,2025-01-03 22:00:00,2025,1,22,Friday,No Delay
Friday,BLOOR STATION,MUIRS,0,0,Unknown,YU,0,2025-01-03 23:15:00,2025,1,23,Friday,No Delay
Friday,ST PATRICK STATION,MUPR1,90,96,N,YU,5441,2025-01-03 23:21:00,2025,1,23,Friday,Severe
Friday,KENNEDY BD STATION,MUIS,0,0,Unknown,BD,0,2025-01-03 00:36:00,2025,1,0,Friday,No Delay
Friday,WELLESLEY STATION,SUDP,0,0,N,YU,6066,2025-01-03 01:12:00,2025,1,1,Friday,No Delay
Friday,DONLANDS STATION,EUVE,5,10,W,BD,5301,2025-01-03 01:33:00,2025,1,1,Friday,Small
Friday,WELLESLEY STATION,MUPAA,6,12,S,YU,5471,2025-01-03 01:47:00,2025,1,1,Friday,Medium
Friday,KIPLING STATION,MUIS,0,0,Unknown,BD,0,2025-01-03 01:55:00,2025,1,1,Friday,No Delay
Friday,SHEPPARD-YONGE STATION,SUDP,0,0,E,SHP,6146,2025-01-03 05:49:00,2025,1,5,Friday,No Delay
Saturday,SHEPPARD WEST STATION,MUIS,0,0,Unknown,YU,0,2025-01-04 02:19:00,2025,1,2,Saturday,No Delay
Saturday,KIPLING STATION,SUDP,0,0,Unknown,BD,0,2025-01-04 02:49:00,2025,1,2,Saturday,No Delay
Saturday,KIPLING STATION,MUIS,0,0,Unknown,BD,0,2025-01-04 02:54:00,2025,1,2,Saturday,No Delay
Saturday,KEELE STATION,MUNCA,0,0,Unknown,BD,0,2025-01-04 05:20:00,2025,1,5,Saturday,No Delay
Saturday,SHERBOURNE STATION,MUNCA,0,0,Unknown,BD,0,2025-01-04 05:25:00,2025,1,5,Saturday,No Delay
Saturday,SUMMERHILL STATION,MUNCA,0,0,Unknown,YU,0,2025-01-04 05:35:00,2025,1,5,Saturday,No Delay
Saturday,KIPLING STATION,MUCL,5,10,E,BD,5301,2025-01-04 06:02:00,2025,1,6,Saturday,Small
Saturday,WILSON STATION,PUTWZ,14,0,N,YU,5771,2025-01-04 06:40:00,2025,1,6,Saturday,Medium
Saturday,BLOOR STATION,MUPAA,3,9,N,YU,5641,2025-01-04 06:57:00,2025,1,6,Saturday,Small
Saturday,SPADINA BD STATION,MUSC,0,0,E,BD,5135,2025-01-04 09:45:00,2025,1,9,Saturday,No Delay
Saturday,VICTORIA PARK STATION,MUNCA,0,0,Unknown,BD,0,2025-01-04 09:50:00,2025,1,9,Saturday,No Delay
Saturday,WARDEN STATION,MUO,3,8,E,BD,5541,2025-01-04 10:18:00,2025,1,10,Saturday,Small
Saturday,EGLINTON WEST STATION,PUOPO,24,28,S,YU,5656,2025-01-04 10:40:00,2025,1,10,Saturday,Severe
Saturday,OSSINGTON STATION,SUDP,0,0,E,BD,5125,2025-01-04 10:54:00,2025,1,10,Saturday,No Delay
Saturday,EGLINTON WEST STATION,PUOPO,0,0,S,YU,5686,2025-01-04 11:10:00,2025,1,11,Saturday,No Delay
Saturday,SUMMERHILL STATION,PUOPO,0,0,N,YU,5941,2025-01-04 11:27:00,2025,1,11,Saturday,No Delay
Saturday,VAUGHAN MC STATION,MUATC,14,18,S,YU,5411,2025-01-04 12:03:00,2025,1,12,Saturday,Medium
Saturday,KENNEDY BD STATION,EUNT,4,8,W,BD,5141,2025-01-04 12:05:00,2025,1,12,Saturday,Small
Saturday,OSSINGTON STATION,SUDP,10,14,E,BD,5084,2025-01-04 12:38:00,2025,1,12,Saturday,Medium
Saturday,COXWELL STATION,MUSAN,0,0,E,BD,5084,2025-01-04 13:04:00,2025,1,13,Saturday,No Delay
Saturday,VAUGHAN MC STATION,SUDP,4,8,S,YU,6126,2025-01-04 13:14:00,2025,1,13,Saturday,Small
Saturday,KENNEDY BD STATION,MUSAN,4,8,W,BD,5084,2025-01-04 13:25:00,2025,1,13,Saturday,Small
Saturday,LAWRENCE STATION,SUO,16,20,S,YU,6026,2025-01-04 13:39:00,2025,1,13,Saturday,Severe
Saturday,ST CLAIR WEST STATION,SUO,0,0,N,YU,5414,2025-01-04 13:51:00,2025,1,13,Saturday,No Delay
Saturday,WILSON STATION,MUIS,0,0,Unknown,YU,0,2025-01-04 13:59:00,2025,1,13,Saturday,No Delay
Saturday,SHEPPARD WEST STATION,SUAP,15,19,S,YU,6136,2025-01-04 14:42:00,2025,1,14,Saturday,Medium
Saturday,ISLINGTON STATION,PUMEL,0,0,Unknown,BD,0,2025-01-04 15:08:00,2025,1,15,Saturday,No Delay
